extent,grain,cat,scope,pland,pd,lpi,ed,lsi,areamn,areaam,gyratemn,gyrateam,shapemn,shapeam,fracmn,fracam,ennmn,ennam,pladj,nlsi,np,te
Qtr,60,Qtr 60,C,47.2506,1.2204,38.818,40.462,8.0172,38.7174,815.4261,144.0423,1400.9039,1.4264,5.1143,1.0481,1.1968,168.073,128.0333,86.0528,0.1242,31,102780
Qtr,60,Qtr 60,C,30.754,1.0629,26.3464,33.2814,8.1596,28.9333,575.3381,142.231,1499.7467,1.4058,5.6742,1.0444,1.214,208.6352,131.8462,82.3272,0.1585,27,84540
Qtr,60,Qtr 60,C,31.8594,1.6928,18.9059,34.7222,8.1579,18.8205,298.1975,125.2068,951.248,1.3537,3.2267,1.0505,1.1478,171.6637,128.8494,82.7625,0.1545,43,88200
Qtr,60,Qtr 60,C,65.5329,0.9448,62.7693,58.3428,9.7794,69.36,1527.7167,136.807,1727.3203,1.5423,8.4311,1.0456,1.255,159.4571,121.3211,85.6185,0.2439,24,148200
Qtr,60,Qtr 60,C,32.1003,1.8109,10.4875,41.147,9.6042,17.7261,173.0583,129.65,759.3344,1.4412,3.3653,1.0562,1.1591,176.375,128.079,79.6468,0.1863,46,104520
Qtr,60,Qtr 60,C,24.4473,2.1652,6.3917,48.3513,12.5714,11.2909,91.4619,116.9288,542.2629,1.5432,3.8039,1.0671,1.1866,172.0807,130.3268,69.3913,0.2888,55,122820
Qtr,60,Qtr 60,C,12.7126,1.3385,5.5556,24.3764,9.0167,9.4976,86.5971,94.6538,454.0424,1.3953,3.6612,1.0492,1.1762,296.6469,183.176,69.8439,0.2774,34,61920
Qtr,60,Qtr 60,C,21.6412,1.2991,8.6168,30.3524,8.7722,16.6582,100.6767,143.5985,461.4879,1.4828,2.7502,1.0591,1.1364,246.7522,179.4026,77.3084,0.2064,33,77100
Qtr,60,Qtr 60,C,23.7245,1.496,5.1162,35.5017,9.7561,15.8589,80.0353,146.2191,570.6615,1.4647,2.987,1.0547,1.1515,194.5711,144.3041,76.1051,0.2198,38,90180
Qtr,60,Qtr 60,C,67.2902,0.748,58.6026,54.5635,8.9783,89.9621,1306.7713,195.2097,1502.3303,1.6935,6.8903,1.0598,1.229,134.8387,120.6369,86.9524,0.237,19,138600
Qtr,60,Qtr 60,C,37.3441,1.3779,19.2744,50.8078,11,27.1029,299.5229,146.2909,791.4695,1.7031,4.525,1.0678,1.2025,151.9438,124.6403,78.5009,0.1993,35,129060
Qtr,60,Qtr 60,C,75.5527,0.5118,74.8299,47.2411,7.5442,147.6277,1882.648,185.3271,1843.8683,1.5415,7.1952,1.0348,1.235,160.0896,120.7411,89.5986,0.2772,13,120000
Qtr,60,Qtr 60,C,35.8702,1.6534,15.4762,54.28,11.8515,21.6943,216.1023,144.518,791.5015,1.6529,4.438,1.0694,1.1988,147.9629,125.1828,76.3532,0.2209,42,137880
Qtr,60,Qtr 60,C,32.6531,1.6141,23.6536,42.9186,9.9583,20.2302,442.0125,115.2251,1126.1278,1.3921,5.5357,1.0453,1.2079,167.1567,133.8156,79.2535,0.1906,41,109020
Qtr,60,Qtr 60,C,19.6712,2.6376,2.5794,37.9819,11.04,7.4579,29.617,100.0728,250.3687,1.3541,2.0297,1.0531,1.1093,163.2607,148.3391,70.1729,0.2788,67,96480
Qtr,60,Qtr 60,C,11.8197,1.6141,4.1383,20.1483,7.9655,7.3229,44.8317,92.5174,257.823,1.2582,2.0251,1.0449,1.1022,243.0535,177.4501,72.3022,0.2509,41,51180
Qtr,60,Qtr 60,C,80.6548,0.3543,77.8486,33.7065,5.596,227.64,1910.6015,291.3224,1779.827,1.7251,4.8514,1.0616,1.1891,140.9479,120.0931,92.576,0.2526,9,85620
Qtr,60,Qtr 60,C,37.1032,1.4172,7.7098,45.7058,10.1553,26.18,127.9359,165.4014,534.1196,1.6433,3.1195,1.0686,1.1583,165.331,126.5143,80.0229,0.1837,36,116100
Qtr,60,Qtr 60,C,56.5618,1.4566,46.4002,54.469,9.6693,38.8314,975.2795,126.4696,1384.6157,1.4616,6.2713,1.0499,1.2214,145.7452,122.3685,84.6154,0.1784,37,138360
Qtr,60,Qtr 60,C,47.6899,1.6534,25.822,51.1621,9.8803,28.8429,419.4152,132.4412,891.4342,1.4474,4.4896,1.0519,1.1866,156.2361,133.5441,82.8232,0.1571,42,129960
Qtr,60,Qtr 60,C,69.9972,0.3149,69.6995,53.595,8.7801,222.255,1762.9607,269.0957,1849.5861,2.0361,8.5575,1.0529,1.2575,181.7705,120.8804,87.4671,0.2575,8,136140
Qtr,60,Qtr 60,C,16.3549,1.6928,3.8124,29.7855,9.5441,9.6614,46.2896,116.1271,346.1301,1.4393,2.3734,1.0587,1.1295,178.982,137.7348,71.8804,0.2594,43,75660
Qtr,60,Qtr 60,C,3.1888,0.6692,1.0488,6.7082,4.7667,4.7647,12.6288,86.1611,177.3828,1.1833,1.4048,1.0369,1.0617,502.4376,661.0982,68.2222,0.269,17,17040
Qtr,60,Qtr 60,C,20.4082,1.7322,5.5697,41.5722,12.0395,11.7818,86.9275,131.8063,560.1964,1.6634,3.6745,1.0733,1.188,164.5823,128.3063,68.2292,0.2992,44,105600
Qtr,60,Qtr 60,C,48.7245,0.748,33.1066,48.0915,9.3814,65.1411,610.3236,228.3629,1146.2556,1.884,5.4229,1.0856,1.2097,194.8445,141.3088,83.9005,0.1463,19,122160
Qtr,60,Qtr 60,C,64.4133,0.433,47.0096,48.5875,8.5778,148.7455,964.9663,310.2864,1473.9022,1.9392,6.2112,1.0663,1.2223,161.1806,120.2586,87.2607,0.2024,11,123420
Qtr,60,Qtr 60,C,6.7177,2.0077,1.4172,17.1485,8.8409,3.3459,14.5823,69.9009,185.389,1.2474,1.8432,1.0421,1.1012,236.2264,162.6164,58.9662,0.3816,51,43560
Qtr,60,Qtr 60,C,52.8628,0.8661,40.4762,55.2721,10.2602,61.0364,804.0016,192.6159,1433.9465,1.6232,7.2347,1.0507,1.2313,165.8009,124.1746,83.0831,0.1701,22,140400
Qtr,60,Qtr 60,C,48.9938,1.3385,32.3838,39.1865,7.6949,36.6035,561.5043,151.9231,919.5808,1.3698,3.5925,1.0471,1.1552,158.1193,128.7488,86.8672,0.1162,34,99540
Qtr,60,Qtr 60,C,41.0147,1.8503,14.7959,44.0523,9.4537,22.1668,197.4649,138.797,647.7141,1.4165,3.0275,1.0504,1.1499,157.7221,122.3932,82.3601,0.1607,47,111900
Qtr,60,Qtr 60,C,63.9598,0.8267,63.0102,46.7923,7.9778,77.3657,1576.8813,132.3869,1889.4313,1.4026,7.3632,1.0411,1.24,161.113,120.3838,88.0678,0.184,21,118860
Qtr,60,Qtr 60,C,42.1202,1.2204,21.9813,48.8473,9.9818,34.5135,363.528,171.4173,1025.0746,1.6393,4.8035,1.0654,1.1987,148.2319,126.451,81.5276,0.1694,31,124080
Qtr,60,Qtr 60,C,74.8866,0.4724,74.3339,39.8006,6.6027,158.52,1874.2927,198.565,1874.6039,1.5131,6.3144,1.0359,1.2196,158.4381,120.5373,90.8781,0.2294,12,101100
Qtr,60,Qtr 60,C,90.0085,0.1181,89.9518,30.9429,5.025,762.12,2283.4815,670.98,1941.74,2.3292,4.985,1.0737,1.1901,120,120,93.6703,0.4542,3,78600
Qtr,60,Qtr 60,C,46.3152,0.748,30.3288,54.5635,10.687,61.92,615.273,198.0837,1449.2949,1.7717,7.2885,1.0521,1.2471,182.9819,122.1741,81.1965,0.1735,19,138600
Qtr,60,Qtr 60,C,52.7494,1.181,31.6327,56.4768,10.4309,44.664,566.4409,168.6057,1131.9301,1.6387,5.6701,1.052,1.2178,150.2631,120.9042,82.7646,0.1728,30,143460
Qtr,60,Qtr 60,C,43.5232,0.9448,39.6259,51.7526,10.3423,46.065,918.7046,141.1195,1591.2866,1.531,8.5114,1.0518,1.2585,171.4622,121.3776,81.309,0.1719,24,131460
Qtr,60,Qtr 60,C,72.4206,0.3937,72.0805,49.5323,8.021,183.96,1822.3692,218.9009,1834.5368,1.7497,7.7664,1.0424,1.245,167.111,120.2038,88.7769,0.2563,10,125820
Qtr,60,Qtr 60,C,53.5573,0.9842,46.7262,46.6742,8.6423,54.4176,1037.5849,175.2013,1416.1937,1.6481,5.9227,1.0776,1.2131,161.7172,127.2473,85.9354,0.1424,25,118560
Qtr,60,Qtr 60,C,62.089,0.433,59.0845,41.3832,7.1955,143.3782,1429.1891,262.8514,1736.2522,1.7902,6.2525,1.0647,1.22,202.7531,125.3183,89.0778,0.153,11,105120
Qtr,60,Qtr 60,C,74.9291,0.3149,74.5748,44.5011,7.2466,237.915,1885.3719,289.931,1978.029,1.873,7.0069,1.058,1.2327,136.7705,120.1042,89.9943,0.2562,8,113040
Qtr,60,Qtr 60,C,59.0136,0.6692,41.2273,39.3046,7.2308,88.1788,831.308,217.7129,1464.0086,1.598,4.8592,1.0554,1.1923,178.9839,136.4391,88.7128,0.1391,17,99840
Qtr,60,Qtr 60,C,30.1162,1.2204,9.5663,35.856,8.8387,24.6774,135.9565,172.8669,694.3901,1.5741,3.0153,1.0648,1.1514,161.0657,138.1203,80.6588,0.1754,31,91080
Qtr,60,Qtr 60,C,60.9269,2.0471,26.7007,67.7201,11.5909,29.7623,575.6571,111.2182,1117.7133,1.4759,5.8358,1.0528,1.2226,130.9422,120.2394,82.2052,0.2519,52,172020
Qtr,60,Qtr 60,C,52.8345,1.181,46.2868,57.4924,10.8211,44.736,1034.8839,149.0335,1727.1241,1.5568,8.1603,1.0503,1.2529,138.3499,121.0261,82.1486,0.1803,30,146040
Qtr,60,Qtr 60,C,23.5969,1.1417,21.0317,22.1561,6.0854,20.669,476.9148,92.2167,944.9983,1.3119,3.911,1.0423,1.1755,274.2898,130.3979,85.015,0.1284,29,56280
Qtr,60,Qtr 60,C,51.9416,0.9842,23.4694,55.9807,10.3279,52.776,430.8017,176.1767,934.8806,1.7435,5.168,1.0656,1.2129,175.1211,121.5471,82.8104,0.1667,25,142200
Qtr,60,Qtr 60,C,57.9507,1.4172,49.178,62.6181,11.1875,40.89,1069.3001,126.2342,1604.0005,1.4946,8.0788,1.0482,1.2499,133.8709,120.6911,82.4896,0.2183,36,159060
Qtr,60,Qtr 60,C,6.8311,1.2204,1.1054,14.4558,7.25,5.5974,14.8093,86.7471,161.0135,1.3154,1.6586,1.0506,1.0837,200.3301,183.4826,66.9087,0.2989,31,36720
Qtr,60,Qtr 60,C,78.8974,0.3149,78.2029,37.6276,6.1667,250.515,1969.0639,288.5737,1885.4617,1.7545,5.9111,1.0575,1.2111,130.4876,120.1204,91.6921,0.2587,8,95580
Qtr,60,Qtr 60,C,71.4427,0.9055,67.5454,39.5408,6.7676,78.9026,1622.8102,158.7608,1714.578,1.5331,5.1696,1.0606,1.1972,156.5548,121.7276,90.4682,0.2019,23,100440
Qtr,60,Qtr 60,C,77.2534,0.433,70.5924,47.5482,7.6622,178.3964,1651.2335,261.9111,1738.5237,1.8128,6.6411,1.0726,1.2234,122.5753,120.0156,89.5982,0.3053,11,120780
Qtr,60,Qtr 60,C,9.5238,3.2281,1.4598,28.1321,11.75,2.9502,11.1996,67.2443,149.8698,1.2483,1.8272,1.0452,1.0964,179.9653,161.8004,54.5387,0.4327,82,71460
Qtr,60,Qtr 60,C,5.2579,1.1023,1.3464,13.1094,7.6667,4.77,20.1338,84.472,249.4162,1.3886,2.4008,1.0496,1.1398,296.0278,176.6426,59.7035,0.3698,28,33300
Qtr,60,Qtr 60,C,53.1604,1.3385,32.7806,74.3811,13.4228,39.7165,615.4391,148.6586,1224.3599,1.7209,7.8004,1.0611,1.2553,147.4987,120.9311,77.9925,0.2296,34,188940
Qtr,60,Qtr 60,C,50.5952,1.6534,40.5187,55.1068,10.4083,30.6,832.0185,121.4504,1291.2613,1.466,6.4322,1.0532,1.2237,168.7316,127.8282,82.507,0.1608,42,139980
Qtr,60,Qtr 60,C,38.4495,1.0629,34.5522,40.0132,8.6,36.1733,790.425,133.3541,1555.8208,1.4479,6.5955,1.0497,1.2299,186.1611,124.3968,83.3579,0.15,27,101640
Qtr,60,Qtr 60,C,50.907,0.8267,42.3753,39.6117,7.6833,61.5771,903.066,185.0895,1526.6119,1.5121,5.337,1.055,1.1998,184.5765,124.2497,87.1659,0.115,21,100620
Qtr,60,Qtr 60,C,60.0907,0.7874,56.8169,44.1232,7.5954,76.32,1366.0341,155.1171,1610.0751,1.5276,6.2786,1.0504,1.2221,166.0279,121.4227,88.2665,0.1524,20,112080
Qtr,60,Qtr 60,C,74.2205,0.5118,70.4507,42.328,7.0759,145.0246,1701.3832,226.2475,1841.8307,1.6193,6.1492,1.0508,1.2164,166.7492,122.2603,90.2043,0.2406,13,107520
Qtr,60,Qtr 60,C,86.0828,0.1181,86.0544,34.8167,5.6282,728.88,2185.2004,672.4925,1956.8427,2.5342,5.601,1.068,1.204,120,120,92.7725,0.3654,3,88440
Qtr,60,Qtr 60,C,16.8651,1.4172,9.0136,25.7937,8.6667,11.9,147.7198,102.9761,569.7567,1.4508,3.5169,1.0624,1.1718,213.0942,144.5235,74.8739,0.2289,36,65520
Qtr,60,Qtr 60,C,50.496,0.5511,49.2347,50.9023,9.5833,91.62,1219.5128,188.2235,1695.4028,1.7995,8.8131,1.0578,1.2643,150.9719,120.6828,83.8619,0.1464,14,129300
Qtr,60,Qtr 60,C,31.335,2.4802,7.3554,50.3118,11.8737,12.6343,93.0638,121.2123,483.1495,1.4828,3.0383,1.0581,1.1577,167.2233,130.0717,74.4912,0.2387,63,127800
Qtr,60,Qtr 60,C,55.5414,0.5511,52.5935,33.4467,6.3651,100.7743,1265.8165,208.5987,1712.3208,1.5458,5.3399,1.0566,1.2018,239.7918,137.3353,89.7678,0.107,14,84960
Qtr,60,Qtr 60,C,46.0176,1.5353,21.9955,51.233,10.0175,29.9723,326.722,156.6957,995.0816,1.5014,4.0377,1.0554,1.182,162.4685,126.3061,82.4145,0.1611,39,130140
Qtr,60,Qtr 60,C,33.3333,1.6141,28.5856,39.9187,9.1443,20.6517,624.9202,101.9174,1370.3708,1.346,6.1777,1.0468,1.2219,197.2728,130.7244,81.1437,0.1715,41,101400
Qtr,60,Qtr 60,C,53.1463,1.3779,22.8033,53.6659,9.935,38.5714,397.6485,162.9175,881.4311,1.5504,4.3292,1.0562,1.1897,139.3874,127.5982,83.7067,0.1651,35,136320
Qtr,60,Qtr 60,C,13.1944,2.4014,3.2596,32.4783,11.3548,5.4944,30.0254,91.6013,326.989,1.3914,2.5311,1.0568,1.1323,183.2025,158.2089,62.1912,0.3567,61,82500
Qtr,60,Qtr 60,C,57.4972,0.8661,50.0992,56.6893,10.2656,66.3873,1116.3403,174.7647,1577.9283,1.6726,8.0264,1.0612,1.247,168.4889,121.5719,83.8058,0.1964,22,144000
Qtr,60,Qtr 60,C,16.1281,3.6612,4.5918,39.092,12.7206,4.4052,46.4191,72.1021,327.1632,1.2802,2.797,1.0437,1.1432,175.0932,161.8355,61.9947,0.361,93,99300
Qtr,60,Qtr 60,C,19.3169,0.9842,8.9569,24.0693,7.3378,19.6272,122.8308,156.5649,583.4821,1.4016,2.7925,1.0535,1.1354,313.585,197.7051,80.0807,0.1768,25,61140
Qtr,60,Qtr 60,C,77.7211,0.2362,75.9354,26.5967,4.6913,329.04,1885.0579,399.4449,1812.4049,1.7549,4.2949,1.0602,1.1736,164.7214,121.8599,93.6269,0.1739,6,67560
Qtr,60,Qtr 60,C,34.1412,1.2598,21.0884,36.9189,8.4949,27.1013,343.5911,153.5489,882.2822,1.4608,3.9052,1.0582,1.1659,167.6798,132.0336,82.5446,0.1572,32,93780
Qtr,60,Qtr 60,C,27.8628,2.3227,21.0176,39.8243,9.9775,11.9959,407.0468,83.0194,908.2253,1.3192,5.1833,1.0443,1.2041,191.6903,127.1367,77.4161,0.2079,59,101160
Qtr,60,Qtr 60,C,9.3679,1.6534,4.9745,20.3609,8.7885,5.6657,73.3545,75.3199,442.3666,1.2936,3.507,1.0437,1.1664,187.735,132.3813,65.4312,0.3189,42,51720
Qtr,60,Qtr 60,C,46.4002,2.0077,28.4722,67.6493,13.2435,23.1106,523.6815,110.2703,1214.5918,1.4873,7.4034,1.0492,1.2476,142.7451,121.4471,76.741,0.2189,51,171840
Qtr,60,Qtr 60,C,43.5232,1.2991,31.9303,40.5565,8.3153,33.5018,615.5295,132.7903,1204.4684,1.3901,4.7813,1.0435,1.1933,183.3165,124.2204,84.9723,0.1346,33,103020
Qtr,60,Qtr 60,C,36.8197,2.3227,15.2069,54.7288,12.0784,15.8522,196.7914,116.1435,799.5574,1.4135,4.3107,1.0479,1.1858,159.588,128.1164,76.2895,0.2218,59,139020
Qtr,60,Qtr 60,C,22.2506,1.5353,12.8968,35.1474,9.6125,14.4923,198.2206,119.8255,853.8009,1.4583,4.1315,1.0579,1.178,260.7785,143.7299,75.5096,0.2252,39,89280
Qtr,60,Qtr 60,C,2.7778,1.6928,0.8787,9.2593,7.2857,1.6409,8.6069,47.7108,125.4939,1.125,1.5248,1.03,1.0735,337.4445,328.6241,47.9592,0.4835,43,23520
Qtr,60,Qtr 60,C,57.1429,1.0236,41.9643,54.1147,9.8189,55.8277,832.9814,163.2217,1545.4899,1.602,6.446,1.0502,1.2287,158.336,120.3724,84.5362,0.1839,26,137460
Qtr,60,Qtr 60,C,71.8679,0.3937,71.2868,41.3596,7.042,182.556,1796.1894,245.375,1974.4441,1.7212,6.7246,1.0498,1.2277,137.9442,120.1476,90.071,0.2163,10,105060
Qtr,60,Qtr 60,C,7.4263,2.4014,1.0629,22.9828,10.8261,3.0925,11.4609,72.53,170.6777,1.3257,1.985,1.0531,1.1175,224.5407,179.1005,52.4809,0.4511,61,58380
Qtr,60,Qtr 60,C,36.763,2.6376,18.013,52.6502,11.5588,13.9379,255.9611,98.6748,696.463,1.3567,4.3781,1.0467,1.1826,145.2232,123.1682,77.2745,0.2118,67,133740
Qtr,60,Qtr 60,C,15.3203,3.3069,1.3464,37.7693,12.6212,4.6329,16.4311,82.5112,202.0961,1.3395,2.0113,1.0536,1.1158,180.2996,160.2624,61.4709,0.3659,84,95940
Qtr,60,Qtr 60,C,22.6757,2.7951,8.8152,45.9892,12.6125,8.1127,99.8014,89.8721,406.9282,1.4063,3.6298,1.0521,1.1639,167.4138,127.382,68.4688,0.2978,71,116820
Qtr,60,Qtr 60,C,12.3299,2.1259,1.8849,33.2105,12.339,5.8,23.4149,101.0047,253.9893,1.5592,2.571,1.072,1.1522,143.2449,130.7747,58.1609,0.398,54,84360
Qtr,60,Qtr 60,C,15.1077,2.6376,2.4376,33.6357,11.1364,5.7278,30.7452,84.2703,277.446,1.3423,2.4351,1.0494,1.1329,160.1434,138.433,65.5253,0.3238,67,85440
Qtr,60,Qtr 60,C,10.4592,3.1888,2.2109,27.3526,10.7091,3.28,22.1795,62.8497,194.8346,1.2202,1.989,1.0415,1.1083,190.1086,170.3816,60.0949,0.3758,81,69480
Qtr,60,Qtr 60,C,79.8753,0.3937,75.3827,42.021,6.7152,202.896,1812.9675,256.4355,1760.1769,1.708,5.9417,1.043,1.2122,137.2229,120.8019,91.0043,0.3021,10,106740
Qtr,60,Qtr 60,C,47.6616,1.929,13.4354,64.0117,12.4224,24.7078,196.3032,132.6645,653.6077,1.5984,4.1312,1.059,1.1952,139.8999,120.8133,78.5757,0.2005,49,162600
Qtr,60,Qtr 60,C,60.9552,0.9448,55.102,48.1387,8.5152,64.515,1267.8029,156.3182,1569.5287,1.4856,6.7081,1.0515,1.2247,183.4587,125.2718,86.9333,0.1789,24,122280
Qtr,60,Qtr 60,C,75.4393,0.1181,75.2126,47.1939,7.6781,638.76,1904.7894,674.7277,1878.5159,3.3607,7.5627,1.1265,1.2413,169.7056,169.7056,89.4702,0.2795,3,119880
Qtr,60,Qtr 60,C,77.2676,0.2756,40.4762,46.627,7.5338,280.3886,980.5136,441.1331,1454.4384,2.2178,5.2766,1.0621,1.2063,151.7846,120.0848,89.7744,0.2996,7,118440
Qtr,60,Qtr 60,C,53.8832,0.4724,52.7353,35.5726,7.129,114.06,1311.128,216.9749,1858.3438,1.6802,6.5349,1.062,1.2273,145.9346,120.6895,88.3745,0.116,12,90360
Qtr,60,Qtr 60,C,80.1446,0.1575,80.0737,45.2806,7.1921,508.95,2032.2022,496.9972,1896.3371,2.5348,7.1336,1.0652,1.2339,153.541,120.0262,90.3979,0.3317,4,115020
Qtr,60,Qtr 60,C,71.8112,0.3937,71.1876,51.5873,8.5035,182.412,1792.6139,241.0498,1906.6525,1.8739,8.1806,1.0522,1.251,138.387,120.3492,88.0008,0.268,10,131040
Qtr,60,Qtr 60,C,71.2727,0.1968,71.1026,32.1476,5.7254,362.088,1801.8153,406.7952,1877.0725,1.9268,5.6227,1.0464,1.2067,122.8328,120.0028,91.9169,0.1645,5,81660
Qtr,60,Qtr 60,C,86.4229,0.0787,86.3804,10.7474,2.1911,1097.64,2193.1211,931.1113,1821.3458,1.5828,2.165,1.0615,1.092,300,300,97.1794,0.097,2,27300
Qtr,60,Qtr 60,C,85.1757,0.1181,85.119,25.6519,4.4295,721.2,2160.7216,677.0787,1959.9558,2.1398,4.4171,1.069,1.1759,180,120.03,94.2512,0.2543,3,65160
Qtr,60,Qtr 60,C,71.9671,0.5905,43.8634,48.9418,8.1259,121.872,939.6688,247.1027,1470.984,1.7466,5.402,1.0623,1.2104,148.6842,120.3768,88.5585,0.256,15,124320
Qtr,60,Qtr 60,C,84.9206,0.1575,84.8639,25.3212,4.3226,539.28,2154.2413,491.4561,1874.5924,1.8194,4.2752,1.0464,1.1722,123.541,120.0024,94.4092,0.2405,4,64320
Qtr,60,Qtr 60,C,75.6944,0.5511,75.3685,40.2731,6.619,137.34,1906.2398,168.1439,1907.8305,1.4018,6.4015,1.023,1.2211,166.218,120.1809,90.8912,0.2394,14,102300
Qtr,60,Qtr 60,C,92.6304,0.2362,92.4461,23.2663,4.0185,392.16,2343.614,354.5785,1915.2122,1.5689,3.9085,1.0399,1.1609,130.645,120.0098,95.0199,0.4675,6,59100
Qtr,60,Qtr 60,C,79.9887,0.1968,79.9178,32.5491,5.4503,406.368,2028.242,415.6418,1944.0896,1.9435,5.3803,1.0558,1.2006,122.8328,120.0025,92.7091,0.2365,5,82680
Qtr,60,Qtr 60,C,79.9603,0.5118,79.3509,38.7377,6.2053,156.24,2000.2978,187.5714,1839.6629,1.5045,5.8644,1.0477,1.2101,176.0408,120.8934,91.6962,0.2763,13,98400
Qtr,60,Qtr 60,C,76.3747,0.5905,75.2268,26.833,4.7483,129.336,1882.2338,183.463,1868.1962,1.3961,4.1528,1.0469,1.17,164.3749,120.5461,93.5238,0.1642,15,68160
Qtr,60,Qtr 60,C,79.3226,0.1575,79.2092,48.493,7.6933,503.73,2009.1655,501.5267,1894.7539,2.655,7.6105,1.0793,1.2416,166.4853,120.0997,89.6909,0.342,4,123180
Qtr,60,Qtr 60,C,95.068,0.0394,95.068,16.369,3.0061,2414.88,2414.88,1904.8194,1904.8194,3.0061,3.0061,1.1296,1.1296,N/A,N/A,96.3253,0.47,1,41580
Qtr,60,Qtr 60,C,83.5317,0.2362,83.4184,48.1859,7.5195,353.64,2116.0849,350.2801,1939.091,2.0725,7.4263,1.0471,1.238,120,120,90.1765,0.4294,6,122400
Qtr,60,Qtr 60,C,89.4841,0.0394,89.4841,27.9431,4.6352,2273.04,2273.04,1945.4483,1945.4483,4.6352,4.6352,1.1811,1.1811,N/A,N/A,94.1638,0.3871,1,70980
Qtr,60,Qtr 60,C,54.9178,0.5905,40.9439,45.0444,8.496,93,806.5277,266.0848,1491.4117,1.7715,5.7208,1.0597,1.2102,161.0381,122.6669,86.2968,0.1463,15,114420
Qtr,60,Qtr 60,C,55.9524,0.1575,55.5981,33.1396,6.2937,355.32,1403.3622,528.8527,1876.8335,2.6406,6.0586,1.115,1.2193,127.082,120.0682,89.9569,0.1066,4,84180
Qtr,60,Qtr 60,C,85.6576,0.0787,85.6151,21.353,3.7821,1087.92,2173.6811,984.6163,1917.6899,2.5,3.7488,1.118,1.1568,349.8571,349.8571,95.1191,0.2132,2,54240
Qtr,120,Qtr 120,D,8.22,1.0629,1.7574,12.9913,5.64,7.7333,19.5542,105.1209,178.4378,1.1165,1.2822,1.0271,1.0527,459.2157,469.8541,51.3793,0.4377,27,33000
Qtr,120,Qtr 120,D,19.6712,0.9448,6.1224,23.3371,6.9737,20.82,82.4203,188.1786,481.1746,1.3942,2.2493,1.0483,1.1139,307.25,260.719,61.8156,0.346,24,59280
Qtr,120,Qtr 120,D,6.1224,0.9448,1.0204,10.6293,5.4762,6.48,12.2933,100.165,142.148,1.1274,1.2417,1.0256,1.0428,449.9337,465.1574,46.7593,0.4821,24,27000
Qtr,120,Qtr 120,D,18.254,1.5353,3.3447,22.0616,7.0833,11.8892,40.642,124.6299,280.5534,1.1669,1.553,1.0277,1.0706,354.4132,298.0434,60.4037,0.3602,39,56040
Qtr,120,Qtr 120,D,26.9841,1.4172,9.9206,35.0057,8.8864,19.04,140.7812,150.411,611.7937,1.3263,3.1339,1.0399,1.148,319.3694,259.5017,58.9286,0.3822,36,88920
Qtr,120,Qtr 120,D,9.4671,0.6299,4.1383,10.5348,5.0385,15.03,61.6786,165.3525,503.6246,1.2478,1.9157,1.0335,1.0999,368.7246,296.3016,60.7784,0.3409,16,26760
Qtr,120,Qtr 120,D,39.9093,0.5118,35.2608,21.2113,4.8148,77.9815,793.3909,246.1606,1401.6178,1.4701,3.2672,1.0571,1.147,371.5035,253.2089,81.5341,0.1521,13,53880
Qtr,120,Qtr 120,D,21.5986,1.496,5.102,25.6992,7.275,14.4379,65.5483,138.0176,375.3504,1.2457,1.8229,1.0347,1.0876,328.3945,275.487,61.811,0.3476,38,65280
Qtr,120,Qtr 120,D,21.712,0.9842,6.576,23.4316,6.5,22.0608,102.4205,167.9501,454.2551,1.3442,2.0637,1.0482,1.1055,313.9541,261.7894,66.0574,0.303,25,59520
Qtr,120,Qtr 120,D,47.449,0.5905,40.8163,31.0847,6.3276,80.352,896.012,236.2328,1466.813,1.4305,4.4615,1.0432,1.1806,303.4798,246.6092,78.0765,0.1912,15,78960
Qtr,120,Qtr 120,D,30.9524,0.748,26.5306,25.6992,6.4468,41.3811,579.4075,189.1403,1461.5354,1.3548,4.3716,1.035,1.1822,372.2796,256.5628,72.2527,0.245,19,65280
Qtr,120,Qtr 120,D,32.0862,0.8661,23.1293,26.9747,6.375,37.0473,431.3233,189.8933,1104.3318,1.3555,3.359,1.0456,1.149,333.462,259.3866,72.9682,0.238,22,68520
Qtr,120,Qtr 120,D,68.3107,0.3543,66.3265,38.5488,6.5571,192.8,1636.2236,296.873,1765.0605,1.7504,5.8971,1.0579,1.2127,266.6667,240.4979,80.9544,0.3436,9,97920
Qtr,120,Qtr 120,D,32.3129,1.0236,11.4512,32.4074,7.6875,31.5692,210.528,184.2472,869.5757,1.3538,3.3241,1.0334,1.155,279.6647,244.6131,67.6316,0.294,26,82320
Qtr,120,Qtr 120,D,24.3764,1.2991,6.3492,32.7381,8.6905,18.7636,97.6454,160.8175,522.1694,1.3893,2.7775,1.0432,1.1433,332.9444,261.0269,57.5581,0.3949,33,83160
Qtr,120,Qtr 120,D,12.9252,0.9842,4.8753,17.7154,6.4516,13.1328,73.6547,123.9228,400.7664,1.2549,2.3679,1.033,1.1215,416.4964,293.2431,56.1404,0.3976,25,45000
Qtr,120,Qtr 120,D,21.9388,0.9055,9.2404,22.2506,6.575,24.2296,112.1674,189.5097,492.2816,1.3363,2.1453,1.0478,1.1009,386.5338,336.3195,66.0207,0.3038,23,56520
Qtr,120,Qtr 120,D,24.0363,0.8661,4.7052,27.0219,7.4286,27.7527,74.9547,229.1188,492.2611,1.5286,2.2611,1.0562,1.1192,311.33,276.1745,63.2075,0.335,22,68640
