extent,grain,cat,scope,pland,pd,lpi,ed,lsi,areamn,areaam,gyratemn,gyrateam,shapemn,shapeam,fracmn,fracam,ennmn,ennam,pladj,nlsi,np,te
Full,480,Full 480,D,34.3537,0.0344,31.4059,7.535,7.04,997.3029,11699.9097,783.118,5668.6855,1.4924,5.7252,1.0276,1.1852,1499.4233,1110.2898,70.9571,0.2599,14,306240
Full,480,Full 480,D,73.5261,0.0049,73.4694,9.212,6.2603,14941.44,29836.8355,4082.7611,7919.5965,3.6597,6.3153,1.0945,1.1888,960,960,82.3824,0.4063,2,374400
Full,480,Full 480,D,68.8776,0.0172,68.0272,10.3812,7.0143,3999.0857,27307.7476,1370.5234,7397.6327,1.9408,6.6187,1.05,1.1946,1008.5626,960.7461,79.7942,0.3786,7,421920
Full,480,Full 480,D,11.6213,0.1329,1.7574,5.3028,8.3793,87.4667,280.4137,387.5802,854.0194,1.1379,1.4696,1.0211,1.0535,1224.4571,1107.2575,40.7317,0.5617,54,215520
Full,480,Full 480,D,75.907,0.0123,58.39,9.7789,6.3784,6170.112,19667.5394,2351.3458,5926.6659,2.386,4.9298,1.0792,1.1602,960,960,82.3749,0.4628,5,397440
Full,480,Full 480,D,74.8299,0.0123,74.4898,9.4364,6.3425,6082.56,30137.1229,1713.7593,7575.3019,2.0411,6.1818,1.0411,1.1868,960,960,82.4621,0.4338,5,383520
Full,480,Full 480,D,81.8027,0.0074,81.6327,8.7514,5.7368,11082.24,33108.7035,2684.423,7558.0233,2.557,5.6613,1.062,1.1767,960,960,84.8926,0.5538,3,355680
Full,480,Full 480,D,1.8141,0.0541,0.2834,1.3109,4.8333,33.5127,48.96,279.3032,335.8497,1.0621,1.1198,1.0117,1.0235,2008.5687,1944.8255,9.375,0.8846,22,53280
Full,480,Full 480,D,17.6871,0.064,8.1066,6.4484,8.2778,276.48,1790.0308,587.0615,2205.4215,1.436,3.4146,1.0378,1.1323,1210.5118,1041.6805,52.2436,0.4456,26,262080
Full,480,Full 480,D,48.4127,0.0615,33.8435,12.4598,9.6271,787.0464,10219.8857,766.3406,4706.6661,1.5893,5.7023,1.0417,1.1809,1103.7082,968.5781,66.7447,0.3087,25,506400
Full,480,Full 480,D,72.619,0.0148,72.1088,9.6726,6.5,4919.04,29101.4985,1548.1253,7700.8731,1.9486,6.256,1.0423,1.1886,1058.8854,960.4632,81.733,0.4049,6,393120
Full,480,Full 480,D,33.1633,0.1304,7.1429,12.6842,11.3265,254.3094,1654.5083,592.3746,2301.2788,1.3908,3.1297,1.0385,1.1274,1050.1712,978.9133,52.5641,0.4514,53,515520
Full,480,Full 480,D,56.0091,0.0369,33.8435,11.9874,8.7778,1517.568,9462.5373,1174.728,4689.7847,1.8278,4.9991,1.0553,1.1632,975.1084,960.4588,72.0142,0.3115,15,487200
Full,480,Full 480,D,67.3469,0.0172,66.2132,11.9166,8,3910.2171,26460.2376,1400.8516,7579.3443,2.0462,7.53,1.0474,1.2076,976.1875,960.0954,76.7677,0.4139,7,484320
Full,480,Full 480,D,63.5488,0.0418,61.1111,11.9166,8.1642,1519.2847,23891.1646,723.0229,6758.0785,1.4801,7.1534,1.0266,1.2013,1060.2303,961.9243,75.6021,0.3684,17,484320
Full,480,Full 480,D,82.3129,0.0172,81.4626,6.1532,4.1688,4779.1543,32767.2912,1330.2861,7200.9723,1.4853,3.9183,1.0337,1.1391,1233.6483,964.8396,88.9463,0.3867,7,250080
Full,480,Full 480,D,17.4603,0.0517,8.1633,6.8854,8.3333,337.92,1915.761,720.8222,2497.3144,1.581,3.6563,1.0466,1.1445,1191.7643,987.8249,51.2987,0.4552,21,279840
Full,480,Full 480,D,31.8594,0.096,11.7347,10.5348,9.7917,332.0123,2795.4653,594.087,2552.9101,1.4301,3.5256,1.0359,1.1413,1132.5159,985.9819,58.1851,0.3922,39,428160
Full,480,Full 480,D,49.3764,0.0714,32.9932,10.2749,7.8667,691.9945,10403.2081,593.8439,4759.6423,1.3293,4.6415,1.0226,1.1644,1053.8235,963.9707,72.9047,0.2449,29,417600
Full,480,Full 480,D,49.6032,0.0714,42.6304,11.4914,8.8333,695.1724,14954.9612,619.5606,6167.1365,1.3864,6.3441,1.0292,1.1874,1050.5645,964.1035,69.7143,0.2781,29,467040
Full,480,Full 480,D,40.9297,0.0935,26.5306,14.1015,11.7593,437.76,7340.2504,641.5902,4740.4105,1.4614,6.1903,1.0342,1.1854,1032.2144,967.9154,56.0249,0.418,38,573120
Full,480,Full 480,D,38.1519,0.1033,23.8095,10.5938,9.3462,369.1886,6165.1,613.587,3347.313,1.4333,3.6472,1.045,1.1351,1156.1197,999.4312,63.893,0.3354,42,430560
Full,480,Full 480,D,53.3447,0.064,39.6825,12.9913,9.629,833.8708,12238.6962,863.7376,5083.7907,1.6086,5.5922,1.0502,1.176,1012.2171,964.5033,68.2784,0.3207,26,528000
Full,480,Full 480,D,22.5057,0.1353,3.5147,9.0585,10.15,166.3069,671.2939,501.3447,1297.2163,1.2756,2.1246,1.0311,1.0888,1177.6922,1036.5267,48.8665,0.4854,55,368160
Full,480,Full 480,D,61.6213,0.0369,59.1837,7.4523,5.6212,1669.632,23107.2124,803.5091,6791.9553,1.3721,4.663,1.0301,1.1585,1089.0483,963.0809,82.9347,0.2223,15,302880
Full,480,Full 480,D,1.3605,0.0443,0.1701,1.0275,4.4,30.72,36.48,254.9096,265.2624,1.037,1.0556,1.0081,1.013,2589.8117,2573.4365,8.3333,0.8947,18,41760
Full,480,Full 480,D,13.4354,0.1353,4.2517,5.6926,8.129,99.2815,701.2132,365.6389,1035.3511,1.1398,1.7006,1.0185,1.066,1345.8316,1161.6156,46.8354,0.4989,55,231360
Full,480,Full 480,D,83.2766,0.0148,82.9365,6.5901,4.4545,5640.96,33569.9701,1440.1802,7411.6692,1.5519,4.2982,1.0264,1.1489,960,960,88.3254,0.4456,6,267840
Full,480,Full 480,D,40.7596,0.0984,21.6553,11.2788,9.463,414.144,5274.3655,668.888,4014.1038,1.3851,3.6769,1.0344,1.1427,1035.712,971.6818,64.4645,0.3302,40,458400
Full,480,Full 480,D,10.2608,0.0837,5.9524,4.1808,6.7778,122.6541,1469.0864,380.2069,1743.6443,1.1673,2.5802,1.0182,1.1043,1455.2012,1114.8206,49.4475,0.4657,34,169920
Full,480,Full 480,D,12.5283,0.1156,2.8345,5.9406,8.7333,108.337,506.5672,420.7757,1133.2083,1.2219,2.0147,1.0264,1.085,1216.5603,1068.0357,40.724,0.5631,47,241440
Full,480,Full 480,D,39.966,0.064,26.644,11.893,9.7778,624.7385,7776.6373,714.6081,4243.6244,1.5303,5.574,1.0409,1.1803,1090.8988,972.8874,62.5532,0.3496,26,483360
Full,480,Full 480,D,36.5079,0.0886,21.542,11.5859,10.1569,412.16,5445.2393,651.3051,3339.4385,1.4917,4.4658,1.0422,1.1551,1092.0815,976.5035,59.7826,0.3775,36,470880
Full,480,Full 480,D,28.8549,0.1107,13.2086,10.9363,10.4783,260.608,2991.0809,550.3865,2712.179,1.35,4.0474,1.0327,1.1459,1055.238,980.3402,52.6523,0.4486,45,444480
Full,480,Full 480,D,39.3991,0.0812,12.3016,10.6411,9.2453,485.2364,3472.9402,715.3539,3092.1623,1.4457,3.5108,1.0342,1.1421,1101.8779,967.6349,64.7482,0.3269,33,432480
Full,480,Full 480,D,4.9887,0.0714,3.0612,2.5628,6.1579,69.9145,776.5527,337.4216,1886.99,1.092,2.6364,1.0077,1.101,1577.1139,1173.4123,33.5227,0.6242,29,104160
Full,480,Full 480,D,49.1497,0.0861,39.1156,11.7276,9.1186,570.7337,12770.9365,610.1394,5705.2427,1.3819,5.4664,1.0329,1.1735,1019.9839,964.4509,68.9735,0.286,35,476640
Full,480,Full 480,D,69.9546,0.0197,68.8209,10.8182,7.3099,3553.92,27518.9088,1272.2188,7452.3206,1.8705,6.9197,1.0487,1.1981,960,960,78.9708,0.4175,8,439680
Full,480,Full 480,D,5.102,0.1353,0.5669,3.4132,7.8421,37.7018,71.168,275.0431,366.1564,1.0522,1.1336,1.0095,1.0226,1505.6205,1442.6524,17.2222,0.8075,55,138720
Full,480,Full 480,D,12.5283,0.1107,3.1746,5.291,7.6333,113.152,543.6814,411.3883,1050.9653,1.1741,1.6795,1.0226,1.0648,1255.1348,1065.5689,48.19,0.483,45,215040
Full,480,Full 480,D,10.3175,0.1353,4.7052,5.3146,8.5926,76.2415,914.764,323.8751,1416.9711,1.1082,2.385,1.0142,1.0902,1388.127,1207.9097,36.2637,0.6083,55,216000
Full,480,Full 480,D,17.517,0.1525,4.195,8.0782,9.9167,114.8284,636.0979,427.2935,1260.0454,1.2034,2.1661,1.0228,1.0903,1150.4723,1055.7022,42.233,0.5515,62,328320
Full,480,Full 480,D,14.3991,0.155,1.1338,7.4523,10.3438,92.8914,207.9043,413.0988,735.6432,1.2186,1.6256,1.0292,1.0637,1191.6403,1095.1333,34.8425,0.6282,63,302880
Full,480,Full 480,D,24.1497,0.1329,11.5079,9.6726,10.1905,181.76,2610.6592,456.9698,2966.2457,1.2333,3.8888,1.0224,1.1402,1211.2486,1005.1414,49.7653,0.4765,54,393120
Full,480,Full 480,D,17.7438,0.1796,4.7052,8.2908,10.2778,98.7879,644.7519,384.3004,1057.8085,1.1912,1.9202,1.0237,1.0774,1115.716,1030.8998,40.8946,0.5661,73,336960
Full,480,Full 480,D,81.8594,0.0049,81.8027,6.8145,4.6316,16634.88,33223.7119,3857.7564,7470.502,2.8026,4.6028,1.0778,1.1556,960,960,87.8116,0.4259,2,276960
Full,480,Full 480,D,67.2336,0.0271,64.059,11.5859,7.7681,2484.1309,24825.5417,1040.9771,6874.4526,1.7555,6.7268,1.0458,1.1956,1057.5739,961.7144,77.403,0.3988,11,470880
Full,480,Full 480,D,78.9683,0.0148,71.4853,7.6767,5.2933,5349.12,26524.5974,1869.6434,6975.4563,1.8262,4.4394,1.0493,1.1518,960,960,85.7502,0.4288,6,312000
Full,480,Full 480,D,79.8186,0.0074,79.4218,5.2792,3.9342,10813.44,32119.0364,2831.236,7685.421,2.0844,3.8406,1.0704,1.1374,1092.5483,961.4121,89.3821,0.3097,3,214560
Full,480,Full 480,D,85.3175,0.0049,85.1474,6.4838,4.4872,17337.6,34537.2356,4037.3052,7739.7906,2.7179,4.429,1.0868,1.1519,960,960,88.3721,0.5191,2,263520
Full,480,Full 480,D,92.0068,0.0025,92.0068,3.8974,3,37393.92,37393.92,7833.2819,7833.2819,3,3,1.1118,1.1118, N/A , N/A ,92.5139,0.5684,1,158400
Full,480,Full 480,D,86.7347,0.0049,86.678,6.7555,4.519,17625.6,35205.1501,3956.4322,7668.0063,2.7468,4.4914,1.0769,1.1536,960,960,88.3333,0.5877,2,274560
Full,480,Full 480,D,87.1315,0.0025,87.1315,6.1413,4.1519,35412.48,35412.48,7632.4965,7632.4965,4.1519,4.1519,1.1454,1.1454, N/A , N/A ,89.3299,0.5425,1,249600
Full,480,Full 480,D,90.8163,0.0025,90.8163,3.921,2.9877,36910.08,36910.08,7738.822,7738.822,2.9877,2.9877,1.1122,1.1122, N/A , N/A ,92.4469,0.4924,1,159360
Full,480,Full 480,D,82.8798,0.0074,82.7664,5.3973,3.8701,11228.16,33592.4146,2734.5682,7713.467,1.9394,3.8143,1.0457,1.1371,960,960,89.8085,0.3617,3,219360
Full,480,Full 480,D,88.6054,0.0025,88.6054,4.8422,3.45,36011.52,36011.52,7729.893,7729.893,3.45,3.45,1.1269,1.1269, N/A , N/A ,91.1708,0.4828,1,196800
Full,480,Full 480,D,89.7959,0.0025,89.7959,5.1729,3.725,36495.36,36495.36,7830.7657,7830.7657,3.725,3.725,1.1339,1.1339, N/A , N/A ,90.5934,0.5989,1,210240
Full,480,Full 480,D,76.5306,0.0197,75.3968,3.7793,3.0135,3888,30190.4896,1199.4765,7230.6513,1.2436,2.674,1.0279,1.1005,1499.4423,1363.3049,91.7407,0.1778,8,153600
Full,480,Full 480,D,88.9456,0.0025,88.9456,4.0273,3.0875,36149.76,36149.76,7873.63,7873.63,3.0875,3.0875,1.1154,1.1154, N/A , N/A ,92.1287,0.4239,1,163680
Full,480,Full 480,D,91.4966,0.0025,91.4966,1.866,2,37186.56,37186.56,7594.208,7594.208,2,2,1.0711,1.0711, N/A , N/A ,94.9814,0.2673,1,75840
Full,480,Full 480,D,92.2336,0.0025,92.2336,4.1926,3.1481,37486.08,37486.08,7637.4092,7637.4092,3.1481,3.1481,1.1166,1.1166, N/A , N/A ,92.1635,0.6282,1,170400
Full,480,Full 480,D,90.0227,0.0049,89.9093,4.3226,3.3,18293.76,36495.4761,3955.8981,7662.4362,2.1313,3.2597,1.0647,1.1203,1073.3126,1073.3126,91.6877,0.5169,2,175680
Full,480,Full 480,D,91.4966,0.0025,91.4966,3.9919,3.0617,37186.56,37186.56,7781.987,7781.987,3.0617,3.0617,1.1142,1.1142, N/A , N/A ,92.3172,0.5512,1,162240
Full,480,Full 480,D,95.9184,0.0025,95.9184,2.8345,2.4458,38983.68,38983.68,7746.1057,7746.1057,2.4458,2.4458,1.0913,1.0913, N/A , N/A ,94.0012,0.8276,1,115200
Full,480,Full 480,D,90.1927,0.0049,90.1361,4.2871,3.2,18328.32,36610.589,3963.5931,7682.5054,2.0875,3.1736,1.0587,1.1174,960,960,91.9547,0.5029,2,174240
Full,480,Full 480,D,96.0884,0.0025,96.0884,2.3621,2.2048,39052.8,39052.8,7767.02,7767.02,2.2048,2.2048,1.0807,1.0807, N/A , N/A ,94.6018,0.7194,1,96000
Full,480,Full 480,D,94.161,0.0025,94.161,3.2951,2.6463,38269.44,38269.44,7733.4565,7733.4565,2.6463,2.6463,1.0991,1.0991, N/A , N/A ,93.4678,0.649,1,133920
Full,480,Full 480,D,68.1973,0.0197,66.2132,10.393,7.1429,3464.64,26132.2438,1356.507,7382.6795,1.9645,6.4686,1.0654,1.1915,1016.6563,962.3548,79.2186,0.3785,8,422400
Full,480,Full 480,D,79.195,0.0025,79.195,6.0351,4.3733,32186.88,32186.88,8045.4902,8045.4902,4.3733,4.3733,1.151,1.151, N/A , N/A ,88.2606,0.3405,1,245280
Full,480,Full 480,D,87.9819,0.0049,87.6417,4.9249,3.5443,17879.04,35482.6689,4054.7837,7575.9603,2.3342,3.4596,1.0777,1.1264,960,960,90.9794,0.4685,2,200160
Half,30,Half 30,A,8.4423,1.8109,0.876,23.2722,20.4286,4.6619,21.0494,84.2035,195.0114,1.5642,2.1424,1.0888,1.1222,197.1165,174.4239,78.9949,0.2018,184,236460
Half,30,Half 30,A,17.4063,1.9979,1.4925,40.4797,25.0249,8.7123,61.22,109.6794,390.7161,1.7631,3.3622,1.1027,1.1685,145.7477,106.0755,82.1078,0.173,203,411300
Half,30,Half 30,A,5.6521,1.1613,0.2498,13.6763,14.725,4.8669,10.5352,88.0782,142.1963,1.3859,1.5983,1.065,1.0816,289.7111,289.2271,81.5389,0.1743,118,138960
Half,30,Half 30,A,11.9765,1.7026,0.8512,25.9826,19.133,7.034,31.237,98.2609,255.0839,1.5644,2.1788,1.0858,1.1191,170.3325,155.7425,83.5145,0.1576,173,264000
Half,30,Half 30,A,28.8549,2.2046,3.9957,57.6696,27.5596,13.0886,153.1701,123.9779,621.9701,1.8108,4.4661,1.1051,1.1917,110.9347,76.2881,84.7296,0.148,224,585960
Half,30,Half 30,A,14.524,1.8306,1.5111,41.2385,27.537,7.934,57.8805,104.2308,389.4138,2.0708,3.7235,1.1348,1.1937,104.0574,74.7928,78.4198,0.2096,186,419010
Half,30,Half 30,A,35.6514,1.9782,4.9825,56.1992,24.2811,18.0219,216.8809,130.6928,649.0561,1.889,3.6433,1.1136,1.1756,94.8709,67.4898,87.8742,0.1168,201,571020
Half,30,Half 30,A,20.6216,2.4014,3.1427,47.4153,26.5915,8.5873,86.9357,98.7315,387.4352,1.7895,3.3849,1.1098,1.1732,111.9571,77.4702,82.5244,0.1693,244,481770
Half,30,Half 30,A,23.2727,1.7223,1.6015,44.634,23.8892,13.5123,75.7181,126.1979,398.3436,1.9074,3.1306,1.1157,1.1664,124.618,85.7569,85.2249,0.1424,175,453510
Half,30,Half 30,A,36.1607,1.7814,5.7974,55.1806,23.637,20.2992,218.094,138.5933,649.3795,1.8691,3.8021,1.1067,1.1782,104.9106,69.9046,88.2753,0.1128,181,560670
Half,30,Half 30,A,26.8964,1.9389,5.0808,50.2616,24.8911,13.8723,174.5592,118.5495,623.0618,1.8492,4.0969,1.1104,1.1886,121.4872,79.2784,85.6957,0.1381,197,510690
Half,30,Half 30,A,30.3722,1.9881,5.4448,48.6406,22.7062,15.2773,199.5845,115.6173,588.6044,1.8237,3.5799,1.1109,1.1722,117.6569,73.3307,87.7162,0.1181,202,494220
Half,30,Half 30,A,51.8645,2.1554,9.5761,85.2791,30.5145,24.0629,344.6999,131.3606,749.6316,1.9485,5.6737,1.1086,1.2178,77.6821,61.2335,87.3883,0.1312,219,866490
Half,30,Half 30,A,30.0338,2.4506,4.9444,59.3762,27.8211,12.2555,161.4152,104.4197,551.1642,1.7884,4.3577,1.1058,1.1959,97.8479,66.7095,84.8615,0.1467,249,603300
Half,30,Half 30,A,22.4534,2.2341,4.1986,53.5183,28.9122,10.0503,174.9989,108.6981,718.7452,1.843,5.4459,1.1082,1.2245,132.1355,75.8151,81.808,0.1767,227,543780
Half,30,Half 30,A,12.6878,2.6573,0.9912,40.5388,29.075,4.7747,26.3898,88.7966,262.8425,1.7662,2.8728,1.1104,1.1666,143.6353,88.9237,75.6423,0.2372,270,411900
Half,30,Half 30,A,25.1586,2.2046,3.5192,54.5842,27.9024,11.4119,126.2391,108.2521,517.9587,1.898,4.2304,1.1161,1.1954,107.7522,72.7455,83.3979,0.161,224,554610
Half,30,Half 30,A,22.1283,2.0766,4.8717,45.1271,24.4164,10.6558,141.175,109.7522,584.9188,1.7879,3.599,1.1072,1.1717,130.7872,83.7234,84.5088,0.1495,211,458520
Half,30,Half 30,A,53.1471,1.1417,14.384,58.5111,20.9,46.5525,760.3986,159.1548,1196.6576,1.8437,6.0622,1.0963,1.2184,103.0812,65.4966,91.466,0.092,116,594510
Half,30,Half 30,A,45.5366,1.0826,10.9384,59.3673,22.9273,42.0619,474.639,187.7899,978.9195,2.1246,5.4272,1.1152,1.2161,107.425,73.0208,89.8763,0.0973,110,603210
Half,30,Half 30,A,65.1954,0.6988,33.8675,62.1929,20.1473,93.2996,2132.511,214.471,2084.7846,2.0575,9.3102,1.1077,1.2551,82.2014,61.0055,92.5682,0.1321,71,631920
Half,30,Half 30,A,25.116,1.8208,8.3927,50.0785,25.5401,13.7943,412.5774,102.6283,1132.1476,1.803,6.825,1.1076,1.2432,160.4456,69.2747,84.8228,0.1467,185,508830
Half,30,Half 30,A,25.6944,2.2341,5.2562,51.2359,26.1114,11.501,162.9796,106.9274,577.5027,1.8008,4.14,1.1079,1.1859,113.2201,79.697,84.6525,0.1485,227,520590
Half,30,Half 30,A,17.4833,2.5786,1.0984,44.3742,27.1673,6.7802,32.1983,95.9117,242.8143,1.742,2.5656,1.1059,1.1444,134.1203,98.8561,80.6617,0.1876,262,450870
Half,30,Half 30,A,15.4452,1.6338,6.2491,32.7027,21.2453,9.4538,271.2663,101.64,637.077,1.7528,4.5207,1.1063,1.1866,165.7329,114.984,83.8562,0.155,166,332280
Half,30,Half 30,A,75.3871,0.4626,74.0239,54.0675,16.5051,162.9747,7386.375,132.0377,3762.4364,1.686,15.3633,1.0801,1.3,85.4964,60.2692,94.3373,0.1627,47,549360
Half,30,Half 30,A,41.9802,1.7617,5.0214,59.1459,23.7248,23.8294,279.0558,133.5008,794.1455,1.8026,4.6538,1.0997,1.1983,110.8044,70.5043,89.0872,0.105,179,600960
Half,30,Half 30,A,48.0726,1.5058,22.1416,63.5186,23.8155,31.9247,1208.9597,133.0083,1533.7456,1.8374,8.2588,1.1026,1.2446,99.1175,66.1357,89.7756,0.0984,153,645390
Half,30,Half 30,A,46.1,1.4664,18.9537,61.2629,23.5449,31.4366,1071.0959,127.8805,1869.051,1.8019,8.4916,1.1014,1.2516,114.8801,66.5871,89.6628,0.0994,149,622470
Half,30,Half 30,A,57.9773,1.0432,53.7991,64.0471,22.0352,55.5742,5075.4903,99.5051,3498.6096,1.7046,17.7578,1.0935,1.3171,88.8685,60.7629,91.3817,0.1133,106,650760
Half,30,Half 30,A,11.5868,1.8404,3.0045,28.6458,21.6638,6.2957,98.0076,89.035,411.9315,1.7451,3.0863,1.1106,1.1606,185.1512,131.5335,81.0374,0.1825,187,291060
Half,30,Half 30,A,5.7194,0.9251,0.6555,13.4047,14.5963,6.1822,19.0794,96.6228,181.2569,1.6121,1.8518,1.0959,1.1048,367.7814,321.9838,81.8027,0.1716,94,136200
Half,30,Half 30,A,18.0564,1.8404,7.5069,40.3469,24.3916,9.811,339.8129,108.4417,794.2018,1.811,5.6351,1.108,1.2141,127.5893,86.9731,82.8894,0.1653,187,409950
Half,30,Half 30,A,50.1373,0.6496,17.1875,56.7425,20.9664,77.1859,958.3173,232.2713,1676.2398,2.1774,7.8266,1.1136,1.2457,103.0857,65.7281,91.1842,0.0843,66,576540
Half,30,Half 30,A,53.373,0.9153,15.6826,57.6962,20.501,58.3123,977.6973,172.1985,1556.0795,1.9354,7.0884,1.1058,1.2375,101.1885,69.1162,91.6473,0.0908,93,586230
Half,30,Half 30,A,15.7233,2.4703,2.156,35.3511,22.9064,6.3649,96.3251,79.3548,442.1412,1.5658,3.3791,1.0905,1.1692,153.6546,80.0905,82.7728,0.166,251,359190
Half,30,Half 30,A,42.7916,1.6338,6.8895,63.4448,25.0886,26.1922,359.6506,134.1115,922.0562,1.8753,5.4968,1.105,1.2215,111.0366,68.0378,88.5748,0.1102,166,644640
Half,30,Half 30,A,37.1342,1.8306,13.035,57.0614,24.2171,20.2853,550.2126,125.809,1040.6625,1.8389,5.5999,1.1049,1.213,109.8989,67.1535,88.1581,0.1141,186,579780
Half,30,Half 30,A,47.6155,1.2893,14.4301,49.86,18.9591,36.9316,705.6626,147.8261,1336.9319,1.7132,5.397,1.0901,1.207,115.8175,63.7186,91.8177,0.0778,131,506610
Half,30,Half 30,A,56.824,0.9743,46.0681,60.634,20.9428,58.32,3855.6599,117.1502,2990.8174,1.6762,14.6166,1.0857,1.2959,108.6128,61.0842,91.7243,0.1035,99,616080
Half,30,Half 30,A,42.4098,1.1121,13.0164,51.3777,20.5799,38.1337,746.6145,149.1984,1440.2036,1.7955,6.6442,1.0947,1.234,117.3781,67.3306,90.5867,0.09,113,522030
Half,30,Half 30,A,77.0957,0.3543,76.6936,42.3694,12.9814,217.595,7751.9255,153.0932,3800.3832,1.6629,12.3596,1.0817,1.2764,84.9017,60.1218,95.5927,0.1367,36,430500
Half,30,Half 30,A,91.3832,0.187,49.6563,26.4609,7.9596,488.6905,4059.7418,428.6055,2658.5116,2.1625,4.6065,1.1191,1.1746,67.7713,60.0684,97.5196,0.2297,19,268860
Half,30,Half 30,A,41.8536,0.8366,38.624,53.9287,21.492,50.0305,3626.6713,112.6386,3383.3974,1.8193,17.3939,1.1026,1.3205,98.282,60.7927,90.1071,0.0948,85,547950
Half,30,Half 30,A,48.5987,1.2696,16.7065,73.2444,27.0789,38.2786,907.7078,142.3365,1498.4925,1.9647,9.6521,1.1052,1.2719,93.4762,61.5277,88.4263,0.1119,129,744210
Half,30,Half 30,A,32.4139,1.6338,6.0604,60.2767,27.1018,19.8401,308.5327,127.5388,970.223,1.8969,6.4464,1.1082,1.2391,116.8148,64.8236,85.8173,0.1373,166,612450
